@relation localsubcellular
@attribute A numeric
@attribute R numeric
@attribute N numeric
@attribute D numeric
@attribute C numeric
@attribute Q numeric
@attribute E numeric
@attribute G numeric
@attribute H numeric
@attribute I numeric
@attribute L numeric
@attribute K numeric
@attribute M numeric
@attribute F numeric
@attribute P numeric
@attribute S numeric
@attribute T numeric
@attribute W numeric
@attribute Y numeric
@attribute V numeric
@attribute BASIC numeric
@attribute ACID numeric
@attribute POLAR numeric
@attribute NONPOLAR numeric
@attribute CHAM830103 numeric
@attribute CHAM830104 numeric
@attribute CHAM830105 numeric
@attribute FAUJ880111 numeric
@attribute MONM990201 numeric
@attribute MONM990101 numeric
@attribute BEGF750101 numeric
@attribute BROC820102 numeric
@attribute FAUJ880112 numeric
@attribute GEIM800103 numeric
@attribute GEIM800105 numeric
@attribute LEWP710101 numeric
@attribute NAKH900102 numeric
@attribute NAKH900108 numeric
@attribute OOBM850104 numeric
@attribute PALJ810115 numeric
@attribute PONP800106 numeric
@attribute QIAN880116 numeric
@attribute RICJ880107 numeric
@attribute ROBB760111 numeric
@attribute ROSM880103 numeric
@attribute VENT840101 numeric
@attribute AURR980101 numeric
@attribute AURR980105 numeric
@attribute AURR980118 numeric
@attribute ZHOH040103 numeric
@attribute INIBASIC numeric
@attribute INIACID numeric
@attribute INIPOLAR numeric
@attribute ININONPOLAR numeric
@attribute INICHAM830103 numeric
@attribute INICHAM830104 numeric
@attribute INICHAM830105 numeric
@attribute INIFAUJ880111 numeric
@attribute INIMONM990201 numeric
@attribute INIMONM990101 numeric
@attribute INIBEGF750101 numeric
@attribute INIBROC820102 numeric
@attribute INIFAUJ880112 numeric
@attribute INIGEIM800103 numeric
@attribute INIGEIM800105 numeric
@attribute INILEWP710101 numeric
@attribute ININAKH900102 numeric
@attribute ININAKH900108 numeric
@attribute INIOOBM850104 numeric
@attribute INIPALJ810115 numeric
@attribute INIPONP800106 numeric
@attribute INIQIAN880116 numeric
@attribute INIRICJ880107 numeric
@attribute INIROBB760111 numeric
@attribute INIROSM880103 numeric
@attribute INIVENT840101 numeric
@attribute INIAURR980101 numeric
@attribute INIAURR980105 numeric
@attribute INIAURR980118 numeric
@attribute INIZHOH040103 numeric
@attribute ENDBASIC numeric
@attribute ENDACID numeric
@attribute ENDPOLAR numeric
@attribute ENDNONPOLAR numeric
@attribute ENDCHAM830103 numeric
@attribute ENDCHAM830104 numeric
@attribute ENDCHAM830105 numeric
@attribute ENDFAUJ880111 numeric
@attribute ENDMONM990201 numeric
@attribute ENDMONM990101 numeric
@attribute ENDBEGF750101 numeric
@attribute ENDBROC820102 numeric
@attribute ENDFAUJ880112 numeric
@attribute ENDGEIM800103 numeric
@attribute ENDGEIM800105 numeric
@attribute ENDLEWP710101 numeric
@attribute ENDNAKH900102 numeric
@attribute ENDNAKH900108 numeric
@attribute ENDOOBM850104 numeric
@attribute ENDPALJ810115 numeric
@attribute ENDPONP800106 numeric
@attribute ENDQIAN880116 numeric
@attribute ENDRICJ880107 numeric
@attribute ENDROBB760111 numeric
@attribute ENDROSM880103 numeric
@attribute ENDVENT840101 numeric
@attribute ENDAURR980101 numeric
@attribute ENDAURR980105 numeric
@attribute ENDAURR980118 numeric
@attribute ENDZHOH040103 numeric
@attribute MIDBASIC numeric
@attribute MIDACID numeric
@attribute MIDPOLAR numeric
@attribute MIDNONPOLAR numeric
@attribute MIDCHAM830103 numeric
@attribute MIDCHAM830104 numeric
@attribute MIDCHAM830105 numeric
@attribute MIDFAUJ880111 numeric
@attribute MIDMONM990201 numeric
@attribute MIDMONM990101 numeric
@attribute MIDBEGF750101 numeric
@attribute MIDBROC820102 numeric
@attribute MIDFAUJ880112 numeric
@attribute MIDGEIM800103 numeric
@attribute MIDGEIM800105 numeric
@attribute MIDLEWP710101 numeric
@attribute MIDNAKH900102 numeric
@attribute MIDNAKH900108 numeric
@attribute MIDOOBM850104 numeric
@attribute MIDPALJ810115 numeric
@attribute MIDPONP800106 numeric
@attribute MIDQIAN880116 numeric
@attribute MIDRICJ880107 numeric
@attribute MIDROBB760111 numeric
@attribute MIDROSM880103 numeric
@attribute MIDVENT840101 numeric
@attribute MIDAURR980101 numeric
@attribute MIDAURR980105 numeric
@attribute MIDAURR980118 numeric
@attribute MIDZHOH040103 numeric

@attribute class {SECRETED,NON-SECRETED}
@data
16,11,6,11,0,13,14,9,1,14,13,27,6,10,6,5,8,0,2,13,39.0,25.0,43.0,78.0,189.0,141.0,84.0,39.0,178.1,199.4,116.94,462.6,25.0,195.68,180.91002,54.32,527.89996,-7.300001,-480.27997,167.84,2145.57,-15.87,193.7,-100.100006,103.4,52.0,191.54002,174.55,193.11002,2258.5,7.0,7.0,10.0,16.0,45.0,34.0,18.0,7.0,37.400005,42.4,25.529999,108.7,7.0,41.509995,39.63,11.130001,112.66,3.4400003,-110.369995,33.37,473.19,-3.53,43.800003,-14.799997,23.0,14.0,42.210003,37.989994,41.530003,508.50003,13.0,7.0,13.0,27.0,59.0,42.0,28.0,13.0,55.399998,62.399998,39.6,151.00002,7.0,65.01,58.16,17.65,170.24,-3.0199993,-177.20001,53.4,698.65,-5.29,63.2,-23.3,30.500004,14.0,62.19,55.519997,63.0,730.10004,17.0,7.0,15.0,22.0,62.0,45.0,32.0,17.0,63.8,70.19999,35.18,126.600006,7.0,59.420002,60.409992,18.769999,173.81,-8.100002,-142.0,59.469994,694.52997,-4.03,60.4,-19.7,34.8,16.0,63.050003,58.549995,64.08,710.00006,NON-SECRETED
12,15,8,12,2,7,15,8,4,16,11,24,8,8,6,6,2,0,4,12,43.0,27.0,37.0,73.0,184.0,143.0,85.0,43.0,179.3,200.69998,112.05,386.50003,27.0,192.65,174.43,53.189995,503.02002,1.5699999,-371.23993,161.85002,2104.6199,-16.47,185.9,-112.29999,104.30001,51.0,187.83,167.2,188.93,2220.9,8.0,6.0,10.0,16.0,48.0,34.0,19.0,8.0,39.800007,44.900005,23.560001,116.6,6.0,40.7,40.85,11.919999,103.03,6.349999,-78.59999,31.550001,482.31998,-3.32,44.200005,7.000002,21.9,14.0,41.61,37.95,41.47,531.9,14.0,10.0,12.0,24.0,56.0,44.0,28.0,14.0,59.1,66.0,38.68,104.3,10.0,63.219997,56.519997,18.51,172.03,-8.199999,-93.89,55.530006,696.55,-5.2799997,61.6,-49.4,33.499996,13.0,63.06,56.399998,62.319996,702.39996,16.0,8.0,13.0,23.0,60.0,49.0,29.0,16.0,61.7,68.5,35.95,106.60001,8.0,65.44,57.269997,17.820002,169.37001,5.4199996,-157.31001,57.2,693.58997,-5.46,57.700005,-36.6,36.200005,17.0,61.94,55.799995,63.630005,726.39996,NON-SECRETED
10,12,15,13,1,7,12,7,2,19,10,25,5,4,4,5,6,1,7,13,39.0,25.0,48.0,66.0,195.0,142.0,75.5,39.0,180.79999,198.59999,108.130005,354.19998,25.0,194.0,174.71999,55.940002,492.26,17.840002,-381.84998,164.05998,2059.08,-12.529999,170.09999,-86.0,104.6,54.0,182.68001,170.12001,185.19998,2175.1,6.0,6.0,14.0,14.0,43.0,33.0,13.0,6.0,43.499996,47.4,22.6,78.99999,6.0,42.170002,37.1,14.790001,103.36001,9.159999,-21.370005,37.79,468.33997,-2.31,35.800003,-13.900002,23.299997,9.0,39.960003,42.21,40.20999,466.7,12.0,10.0,16.0,22.0,70.0,44.0,27.0,12.0,58.6,63.80001,35.82,97.0,10.0,64.369995,61.18,18.269999,162.68,4.5299983,-124.52,52.229996,697.31,-3.9600003,54.600002,-26.5,36.300003,21.0,62.29,56.73,62.21,768.80005,18.0,9.0,14.0,19.0,66.0,51.0,32.5,18.0,65.200005,72.0,36.14,106.299995,9.0,66.10999,58.379997,18.079998,169.18999,0.09999913,-151.02,56.52,684.18,-3.6500003,57.600002,-20.0,36.399994,17.0,63.46,55.909996,64.56,694.8,NON-SECRETED
5,4,5,4,0,12,17,4,1,4,6,11,3,9,3,8,6,1,5,11,16.0,21.0,40.0,42.0,128.0,88.0,63.5,16.0,116.1,127.2,71.77,200.40002,21.0,126.07001,117.98999,33.359997,321.63995,-5.9399967,-175.05998,106.53999,1397.9299,-7.8,119.99999,-60.7,78.5,36.0,122.909996,115.350006,120.310005,1466.1,3.0,7.0,14.0,16.0,43.0,31.0,19.0,3.0,38.499996,42.800003,24.4,79.7,7.0,44.710003,38.36,11.179999,107.53,3.69,-75.61,34.58,476.10995,-2.75,39.399998,-23.100002,25.9,11.0,40.719997,39.48,39.989998,489.69998,8.0,10.0,20.0,22.0,64.0,41.0,31.5,8.0,57.7,63.20001,36.200005,102.49999,10.0,61.469997,60.059998,16.8,164.22998,-8.1,-114.409996,54.669994,699.76,-4.0400004,61.3,-27.800001,38.299995,18.0,62.01,58.339996,60.519997,738.69995,7.0,7.0,15.0,10.0,42.0,32.0,24.0,7.0,38.099995,40.500004,23.449999,60.199997,7.0,41.31,38.899998,11.3,104.27,-0.16000116,-29.220003,35.61,454.91,-2.3300004,39.700005,-9.299998,27.400002,12.0,40.499996,37.84,40.329994,480.5,NON-SECRETED
10,8,6,13,2,5,18,11,2,14,13,11,2,9,11,4,7,1,8,9,21.0,31.0,43.0,69.0,162.0,123.0,64.5,21.0,159.6,175.20001,96.48001,419.9,31.0,171.98,159.84998,51.770004,456.8,6.2299995,-184.74998,149.43001,1908.58,-12.09,158.10002,-123.499985,104.9,54.0,174.48999,158.1,170.66,2110.9,6.0,7.0,10.0,17.0,41.0,31.0,19.0,6.0,38.3,42.300003,23.91,106.69999,7.0,41.439995,39.089996,11.75,110.020004,5.93,-72.96,35.34,468.35,-3.0600002,38.2,-26.099998,25.699995,14.0,42.399998,38.3,41.579998,517.39996,13.0,13.0,13.0,21.0,58.0,49.0,31.5,13.0,61.40001,68.7,36.739998,123.69998,13.0,67.13999,56.32,17.16,169.98999,-7.390001,-83.39,52.79,690.1599,-4.9300003,61.700005,-29.599998,39.2,16.0,65.14001,55.87,63.890003,731.89996,3.0,12.0,13.0,26.0,57.0,34.0,11.0,3.0,52.500004,57.299995,29.650002,124.4,12.0,52.019997,53.859993,19.349998,148.09,0.23000002,-26.190004,49.16,635.42004,-3.2899995,47.399998,-64.0,32.399998,19.0,57.379997,54.929996,54.48,706.80005,NON-SECRETED
31,6,21,17,2,7,29,33,5,23,29,22,5,5,13,21,14,2,9,25,33.0,46.0,107.0,133.0,304.0,209.0,91.0,33.0,297.09998,325.1,195.07002,598.30005,46.0,347.33002,311.14996,104.31001,915.27,16.869999,-556.85004,310.11002,3700.0,-18.38,296.8,-217.79999,183.4,93.0,326.43,306.5,322.88,3928.6997,5.0,6.0,9.0,20.0,42.0,29.0,16.5,5.0,38.9,43.399998,25.270002,92.4,6.0,44.140007,39.090004,11.889999,109.61001,5.1499996,-103.52999,36.839996,474.63004,-3.37,38.5,-44.300003,23.999998,13.0,42.089996,37.2,41.510002,508.9,8.0,10.0,17.0,25.0,57.0,51.0,24.0,8.0,53.2,58.2,39.239998,196.3,10.0,66.1,57.869995,17.239998,177.32002,-0.119999826,-108.9,54.41,696.57996,-5.59,68.5,-57.7,38.600002,19.0,62.030006,57.129997,62.0,765.1,7.0,17.0,36.0,47.0,103.0,62.0,28.5,7.0,97.299995,107.4,66.61,127.8,17.0,117.06,107.26999,33.1,309.25,-0.8100002,-151.67,102.28001,1256.34,-5.72,98.0,-107.200005,62.199993,35.0,109.39,98.99001,104.81999,1342.3,NON-SECRETED
42,18,6,19,2,11,24,24,10,18,38,17,8,6,11,12,11,0,8,12,45.0,43.0,74.0,135.0,261.0,221.0,102.0,45.0,268.40002,298.49997,194.7,861.2,43.0,327.91995,285.28998,92.15,868.42004,-11.889985,-442.32,277.18,3451.2603,-27.579998,323.4,-252.7,169.59999,82.0,308.94995,275.56,309.58997,3751.1997,6.0,5.0,11.0,18.0,36.0,32.0,20.0,6.0,35.8,39.900005,27.599998,104.79999,5.0,46.039997,38.789997,10.539999,116.880005,-3.1399999,-76.079994,36.690002,468.86996,-4.3400006,45.9,-42.100006,24.799997,11.0,40.789997,35.72,41.169994,501.09995,10.0,7.0,15.0,28.0,48.0,41.0,18.0,10.0,54.0,59.800007,39.759995,154.00002,7.0,69.23,56.93,18.15,177.98003,-5.3400006,-69.880005,57.71,687.32,-6.0800004,64.00001,-67.40001,35.100002,15.0,60.55,54.329998,61.429996,758.39996,15.0,13.0,26.0,45.0,90.0,72.0,36.0,15.0,88.09999,97.70001,64.94,297.8,13.0,106.5,96.299995,30.490002,286.94,0.58999777,-182.03,92.740005,1156.09,-8.410001,107.000015,-74.4,55.600002,28.0,103.93,91.81999,104.149994,1251.5,NON-SECRETED
19,12,8,22,3,5,23,22,8,17,33,21,7,6,7,21,17,0,5,16,41.0,45.0,81.0,105.0,274.0,200.0,87.0,41.0,251.79997,273.99997,168.56999,570.9,45.0,294.28998,265.19,90.08001,775.18,2.7800007,-490.0,254.46997,3166.6404,-19.079998,276.8,-155.2,154.1,77.0,279.08002,265.5,279.98,3359.4,7.0,5.0,14.0,14.0,44.0,34.0,16.0,7.0,37.199997,38.2,24.64,95.09999,5.0,44.01,39.16,14.320001,109.810005,6.6999993,-101.4,39.19,463.93997,-2.9499998,41.100002,-19.3,23.5,11.0,38.739998,41.44,41.2,488.1,11.0,12.0,19.0,18.0,62.0,46.0,19.0,11.0,60.499996,65.9,34.95,97.1,12.0,66.4,57.009995,21.519999,169.06999,2.4399986,-94.02,58.23,686.28,-2.42,54.5,-7.599999,34.6,16.0,62.74,61.03,63.409996,692.9,13.0,17.0,26.0,34.0,89.0,62.0,30.0,13.0,83.299995,92.50001,57.820004,150.20001,17.0,95.41001,86.82999,28.019999,260.65997,-11.279999,-120.97002,82.100006,1050.0299,-5.999999,93.0,-69.7,50.9,23.0,93.840004,86.91,90.94,1073.8,NON-SECRETED
26,19,8,20,3,9,20,46,12,30,22,18,5,7,7,12,19,1,9,26,49.0,40.0,106.0,124.0,315.0,202.0,100.5,49.0,295.9,326.0,192.40997,688.4,40.0,323.36,322.08,105.78,905.25,5.7600036,-553.82007,302.23,3715.6396,-14.789999,313.4,-28.200012,164.40001,95.0,333.05,300.99002,328.72998,3975.2002,7.0,2.0,15.0,16.0,39.0,20.0,13.0,7.0,36.3,39.2,23.909998,67.5,2.0,37.289997,42.79,13.679999,110.56999,3.4799995,-50.190002,40.48,472.91,-0.9400001,37.9,-2.8000011,18.8,13.0,40.839996,36.140003,40.279995,505.99997,10.0,8.0,17.0,25.0,57.0,48.0,19.0,10.0,54.800003,61.4,39.589996,155.70001,8.0,67.049995,58.850006,18.299997,175.12999,-0.17000157,-97.36,54.940002,703.59,-5.69,68.600006,-36.5,32.9,18.0,61.099995,54.88,61.58,761.6,15.0,17.0,32.0,43.0,107.0,67.0,30.5,15.0,100.60001,109.299995,63.54,254.8,17.0,110.07999,105.17,37.79,299.40997,0.029999495,-168.15,99.69,1232.6901,-5.020001,100.2,-25.999996,56.799995,29.0,112.450005,105.63999,110.8,1330.3,NON-SECRETED
33,17,11,26,3,7,18,39,11,22,27,12,9,10,8,15,14,0,9,28,40.0,44.0,98.0,137.0,303.0,206.0,93.0,40.0,287.7,316.60004,197.85,748.10004,44.0,331.25,317.74,106.23999,899.67004,6.079999,-423.08,299.62,3736.2795,-21.3,322.6,-142.79999,170.1,96.0,329.23,303.50006,325.55002,4069.0999,5.0,2.0,13.0,20.0,36.0,21.0,10.0,5.0,33.8,37.499996,25.53,115.09999,2.0,37.73,41.269997,13.29,117.22002,3.5399997,-88.09,38.04001,469.44995,-1.9500002,39.999996,-10.100003,16.9,12.0,40.960003,36.15,39.769997,514.5,10.0,11.0,16.0,23.0,56.0,51.0,16.0,10.0,55.1,61.300003,38.879997,162.4,11.0,66.47,57.67,20.369999,175.26,1.8499992,-84.40999,57.82,697.82007,-5.5600004,67.899994,-31.7,33.6,20.0,62.149994,58.21,63.16,751.10004,14.0,14.0,35.0,44.0,106.0,64.0,30.0,14.0,100.299995,108.30002,62.92,206.19998,14.0,111.93001,106.229996,37.140003,294.07,2.2899973,-118.829994,99.05,1247.49,-5.67,99.20001,-39.5,57.2,27.0,109.13001,103.3,108.14999,1352.9,NON-SECRETED
11,11,9,21,2,11,16,18,2,17,23,15,6,6,10,11,9,0,6,13,28.0,37.0,66.0,86.0,217.0,166.0,73.0,28.0,211.0,231.29999,128.97,512.7,37.0,229.59,211.71,73.649994,609.06,7.38,-289.59998,204.17001,2529.27,-14.690001,214.7,-104.600006,126.1,65.0,225.02,214.00002,224.3,2690.5999,6.0,3.0,12.0,19.0,35.0,28.0,15.0,6.0,35.9,39.700005,25.35,123.0,3.0,42.76,38.559998,13.61,112.76002,8.360001,-119.21001,39.65,469.63995,-2.99,39.800003,-2.8999994,19.4,10.0,41.610004,37.58,43.0,497.4,9.0,12.0,20.0,19.0,63.0,52.0,24.0,9.0,63.799995,70.200005,34.13,120.7,12.0,65.63999,57.489998,20.34,166.38002,1.660001,-59.070004,56.93,690.75,-3.38,56.899998,-14.999996,38.000004,18.0,62.23,60.97,62.449997,706.3,9.0,11.0,22.0,31.0,73.0,55.0,22.0,9.0,70.40001,76.1,42.14,220.20001,11.0,72.88999,72.44,25.119999,204.04001,1.3300011,-64.9,68.57,850.45984,-5.17,75.6,-48.6,43.1,23.0,74.56001,72.939995,74.18,936.4,NON-SECRETED
13,8,12,17,4,6,17,19,5,18,19,16,6,5,7,7,11,0,6,19,29.0,34.0,65.0,87.0,224.0,154.0,69.0,29.0,202.9,222.9,130.45,418.1,34.0,229.95001,213.03,69.299995,598.30005,13.170003,-357.98004,197.94,2522.76,-15.71,210.0,-127.000015,123.90001,67.0,221.68001,206.46,220.7,2727.2,5.0,2.0,14.0,19.0,36.0,27.0,14.0,5.0,34.9,38.4,25.439999,118.700005,2.0,41.219994,39.34,13.44,109.840004,10.24,-106.77,39.560005,474.16998,-3.2699997,41.1,-1.6999998,19.299997,11.0,40.29,37.98,41.539997,511.59998,9.0,13.0,17.0,21.0,68.0,46.0,22.0,9.0,60.5,66.7,36.37,87.0,13.0,66.759995,58.779995,18.409998,166.90002,-1.1299998,-69.18,54.059998,698.11,-3.3700004,55.500004,-57.700005,39.000004,19.0,63.280006,58.58,62.049995,722.7,9.0,10.0,21.0,31.0,73.0,54.0,19.0,9.0,64.899994,70.50001,43.079998,207.5,10.0,76.34,71.46,23.899996,196.13,9.579999,-94.43,64.25001,832.92,-6.08,74.0,-36.2,40.5,25.0,72.170006,68.079994,73.00999,958.19995,NON-SECRETED
7,7,17,14,5,15,12,10,0,17,27,24,5,9,6,7,11,0,9,11,31.0,26.0,74.0,82.0,229.0,183.0,81.0,31.0,204.09999,221.8,126.75,568.69995,26.0,230.17001,212.57,67.51,587.9001,40.499996,-477.55002,197.73001,2495.59,-18.439997,221.90001,-56.8,128.20001,73.0,213.77998,206.59,220.5,2762.2,4.0,3.0,16.0,17.0,39.0,30.0,13.0,4.0,36.199997,39.900005,24.469997,96.89999,3.0,42.35,39.62,13.09,112.05001,7.499999,-114.52999,38.710007,476.62003,-3.2099998,42.6,1.6999998,20.099997,11.0,39.58,38.31,40.699993,504.09998,12.0,9.0,17.0,22.0,68.0,53.0,25.0,12.0,58.3,63.6,36.62,165.6,9.0,66.19,59.539997,18.73,168.92001,7.8800006,-169.84,54.780003,691.51996,-4.6099997,61.699997,-20.3,36.100002,21.0,60.960003,59.03,63.13,749.00006,12.0,9.0,21.0,29.0,77.0,67.0,28.0,12.0,68.2,73.7,42.579998,235.40001,9.0,76.54,71.3,21.939997,196.23,18.14,-136.71002,64.46,832.44,-7.4700003,76.9,-43.5,45.800003,28.0,71.92,67.490005,74.38,965.9,NON-SECRETED
7,10,14,14,5,7,14,8,6,20,20,20,2,10,8,12,10,1,12,14,36.0,28.0,68.0,82.0,235.0,170.0,82.5,36.0,205.8,221.2,124.43001,542.4,28.0,226.04001,216.55997,67.27,580.68,39.86,-385.75006,196.07,2506.5198,-15.59,215.0,-94.20001,133.4,77.0,217.23,205.49004,220.54,2825.0,6.0,2.0,15.0,17.0,37.0,29.0,16.0,6.0,33.8,36.4,23.289997,173.90001,2.0,37.17,41.289997,13.35,109.740005,13.499999,-102.54,38.54,471.63998,-2.2099998,44.2,27.7,20.499998,15.0,41.18,38.29,42.229996,546.5,12.0,10.0,15.0,23.0,72.0,49.0,24.0,12.0,59.199997,64.40001,37.08,111.59999,10.0,64.93,61.18,17.19,163.65999,6.8100004,-91.62001,54.280003,703.56,-4.910001,59.200005,-79.2,40.5,24.0,61.360004,56.92,61.609997,773.2999,12.0,9.0,25.0,26.0,83.0,61.0,29.5,12.0,72.6,77.0,38.549995,213.9,9.0,75.869995,73.45,24.21,185.24997,19.03,-118.09,64.34999,846.44,-4.76,73.0,8.899999,44.999996,26.0,72.33,71.06,74.46999,976.10004,NON-SECRETED
10,8,16,12,6,14,8,10,2,20,24,17,3,11,8,9,13,0,7,16,27.0,20.0,75.0,92.0,235.0,166.0,70.0,27.0,196.10002,212.0,126.05002,645.8999,20.0,221.06998,220.09,66.55,588.07,44.53,-500.47003,194.47,2524.71,-17.150002,225.50002,-76.899994,124.2,78.0,212.31,205.46002,216.75,2881.8997,6.0,1.0,13.0,20.0,39.0,26.0,11.0,6.0,33.0,36.100002,24.23,141.6,1.0,38.77,41.55,12.62,114.81,8.189999,-158.38,38.880005,471.18,-3.41,44.2,-1.1999989,18.700003,14.0,39.61,37.35,41.260002,541.8,11.0,6.0,17.0,26.0,67.0,52.0,28.0,11.0,55.799995,61.300003,37.06,214.00002,6.0,63.149998,61.62999,16.679998,164.53,6.29,-153.19,52.379997,708.31,-6.1,70.2,-26.4,36.499996,22.0,60.339996,56.38,62.419994,806.0,5.0,8.0,27.0,32.0,85.0,63.0,19.0,5.0,65.7,69.700005,41.620003,258.5,8.0,73.24999,74.590004,23.130001,190.96997,30.77,-121.539986,63.679996,859.92,-6.44,75.299995,-50.599995,46.199997,32.0,70.920006,71.46,71.86,1027.6001,NON-SECRETED
12,7,11,9,4,21,10,12,8,7,32,12,4,10,9,8,16,1,5,17,27.0,19.0,77.0,92.0,222.0,169.0,78.5,27.0,195.9,213.1,130.79,710.1,19.0,219.77998,218.87999,64.579994,593.26,17.279999,-407.06998,200.94998,2543.08,-19.45,249.9,-96.5,127.799995,72.0,214.17001,206.40001,219.09,2849.7002,5.0,2.0,14.0,19.0,38.0,27.0,13.0,5.0,33.0,36.3,25.09,147.3,2.0,37.149998,40.57,12.74,112.71001,7.2799997,-125.20999,38.390003,472.83,-3.4199994,45.3,0.9000044,19.2,13.0,40.28,38.68,40.979996,528.6,7.0,8.0,17.0,28.0,68.0,50.0,21.0,7.0,53.100006,58.800003,39.78,224.1,8.0,64.69,61.360004,16.240002,169.84,-0.3100013,-119.94,51.410004,708.05,-6.06,71.9,-68.5,37.500004,22.0,61.21,56.9,61.7,798.89996,11.0,5.0,26.0,29.0,75.0,60.0,27.5,11.0,66.399994,71.799995,41.43,255.40002,5.0,71.47,73.61,21.16,191.62997,10.739999,-133.57,67.22,845.17,-6.6800003,87.3,-15.599997,43.500004,27.0,69.75001,67.71999,72.38,971.7001,NON-SECRETED
12,8,17,15,4,10,12,11,6,20,24,20,3,5,9,9,9,1,10,8,34.0,27.0,70.0,82.0,218.0,175.0,75.5,34.0,209.49998,227.00003,125.5,557.49994,27.0,233.92,208.55998,69.62,589.3599,37.609997,-369.23007,203.51001,2472.2197,-16.059998,211.6,-92.100006,131.0,68.0,216.27,206.22002,222.16998,2713.7002,7.0,1.0,15.0,17.0,40.0,30.0,10.0,7.0,35.999996,38.899998,23.92,130.7,1.0,38.9,40.359997,13.429999,117.51001,12.089999,-150.06001,41.500004,466.32996,-2.2799997,42.0,-6.2999983,19.5,13.0,39.399994,38.760002,41.13,497.39996,11.0,9.0,18.0,22.0,63.0,54.0,23.0,11.0,63.100002,68.0,35.19,170.09999,9.0,67.46,57.600006,19.869997,162.92,12.729999,-39.18999,57.47,685.82996,-4.52,55.7,-51.1,41.399998,20.0,61.560005,59.32,63.429993,753.6,10.0,9.0,23.0,29.0,71.0,63.0,30.5,10.0,68.200005,73.700005,41.690002,233.3,9.0,80.29,70.28,22.559998,189.59,16.599998,-117.5,64.899994,835.83997,-7.0799994,76.9,-8.700001,45.499996,25.0,72.63,66.770004,75.409996,976.50006,NON-SECRETED
16,16,5,23,3,3,25,22,7,14,38,17,3,7,11,11,9,4,15,13,40.0,48.0,68.0,106.0,249.0,215.0,99.0,40.0,247.6,270.3,162.11002,758.8,48.0,283.48,256.47003,85.780014,742.76996,7.2999945,-312.3,245.99998,3050.17,-22.76,284.6,-159.0,161.7,91.0,276.63,249.16002,276.07,3414.4,6.0,7.0,15.0,12.0,43.0,33.0,18.5,6.0,40.2,43.000004,24.119999,71.6,7.0,43.08,39.42,12.4800005,107.80002,3.28,-32.27,38.430004,469.09995,-2.2899997,41.0,-23.0,27.4,13.0,41.76,38.879997,41.280003,494.80002,10.0,13.0,14.0,23.0,57.0,56.0,24.0,10.0,56.000004,61.2,37.52,232.6,13.0,63.509995,59.719997,21.150002,166.75,5.13,1.7599931,53.36,697.36,-5.7,68.6,-11.199999,36.699997,25.0,64.48,57.91,64.51,820.4,16.0,18.0,21.0,33.0,83.0,75.0,33.0,16.0,84.1,93.50001,55.600002,178.3,18.0,98.71001,84.11,27.339998,258.84998,-4.7800045,-133.19,81.98999,1024.84,-8.59,95.200005,-69.4,53.899994,27.0,92.969986,82.18,93.03001,1095.6001,NON-SECRETED
29,13,16,20,2,13,19,26,10,31,22,17,9,12,10,14,19,2,10,24,40.0,39.0,100.0,139.0,327.0,216.0,106.0,40.0,289.9,315.69998,195.4,860.1001,39.0,335.46,319.07996,102.079994,876.27,33.39,-591.64,292.57004,3724.7898,-20.689999,318.7,-150.79999,179.20001,101.0,325.06998,305.25,325.0,4114.3,4.0,1.0,16.0,19.0,44.0,22.0,13.0,4.0,32.6,34.7,24.43,117.8,1.0,37.11,43.05,12.48,109.95,8.080001,-130.89,37.25,475.37997,-1.89,40.9,-5.200001,19.199999,14.0,38.97,38.25,39.09,532.8,7.0,6.0,22.0,25.0,65.0,44.0,20.0,7.0,55.799995,61.100006,36.379997,182.1,6.0,62.4,61.9,18.13,167.53,7.2299995,-101.93,55.13,705.93,-3.0400004,62.7,-28.499998,35.100002,21.0,60.880005,56.9,60.79,772.10004,13.0,13.0,33.0,47.0,112.0,69.0,32.5,13.0,95.899994,104.100006,63.390003,293.69998,13.0,108.13,108.10999,34.25,287.71,15.529999,-193.48999,97.21,1249.6101,-6.339999,106.1,-47.6,59.699997,37.0,108.66001,102.020004,107.89001,1405.9,NON-SECRETED
29,6,18,18,3,9,22,30,10,23,25,24,6,12,10,15,15,2,12,31,40.0,40.0,102.0,138.0,320.0,212.0,104.0,40.0,290.89996,318.1,197.04001,726.0999,40.0,340.97998,320.91,100.85,891.37994,28.170006,-604.4,302.33,3744.1997,-22.34,316.2,-180.1,183.39998,105.0,326.46,303.25,326.49,4130.1997,4.0,3.0,13.0,20.0,43.0,26.0,10.0,4.0,33.5,37.100002,25.870003,111.4,3.0,42.56,41.61,12.15,109.89001,10.859999,-110.979996,36.8,475.70004,-3.2800002,40.9,-23.5,20.9,16.0,39.43,37.36,40.019997,544.1,8.0,8.0,19.0,25.0,57.0,44.0,20.0,8.0,57.600002,64.90001,37.04,136.0,8.0,64.24999,58.769997,18.08,170.71002,5.0499997,-92.74,58.079998,699.30994,-4.59,59.2,-37.299995,35.800003,20.0,62.449997,56.16,62.209995,750.3,11.0,15.0,33.0,47.0,103.0,67.0,37.0,11.0,96.3,104.60001,64.409996,279.1,15.0,108.88001,105.65999,33.81,292.15997,2.6299977,-162.16002,100.149994,1241.31,-6.69,108.200005,-63.700005,62.399998,34.0,109.200005,102.78999,107.13001,1370.4001,NON-SECRETED
