@relation localsubcellular
@attribute A numeric
@attribute R numeric
@attribute N numeric
@attribute D numeric
@attribute C numeric
@attribute Q numeric
@attribute E numeric
@attribute G numeric
@attribute H numeric
@attribute I numeric
@attribute L numeric
@attribute K numeric
@attribute M numeric
@attribute F numeric
@attribute P numeric
@attribute S numeric
@attribute T numeric
@attribute W numeric
@attribute Y numeric
@attribute V numeric
@attribute BASIC numeric
@attribute ACID numeric
@attribute POLAR numeric
@attribute NONPOLAR numeric
@attribute CHAM830103 numeric
@attribute CHAM830104 numeric
@attribute CHAM830105 numeric
@attribute FAUJ880111 numeric
@attribute MONM990201 numeric
@attribute MONM990101 numeric
@attribute BEGF750101 numeric
@attribute BROC820102 numeric
@attribute FAUJ880112 numeric
@attribute GEIM800103 numeric
@attribute GEIM800105 numeric
@attribute LEWP710101 numeric
@attribute NAKH900102 numeric
@attribute NAKH900108 numeric
@attribute OOBM850104 numeric
@attribute PALJ810115 numeric
@attribute PONP800106 numeric
@attribute QIAN880116 numeric
@attribute RICJ880107 numeric
@attribute ROBB760111 numeric
@attribute ROSM880103 numeric
@attribute VENT840101 numeric
@attribute AURR980101 numeric
@attribute AURR980105 numeric
@attribute AURR980118 numeric
@attribute ZHOH040103 numeric
@attribute INIBASIC numeric
@attribute INIACID numeric
@attribute INIPOLAR numeric
@attribute ININONPOLAR numeric
@attribute INICHAM830103 numeric
@attribute INICHAM830104 numeric
@attribute INICHAM830105 numeric
@attribute INIFAUJ880111 numeric
@attribute INIMONM990201 numeric
@attribute INIMONM990101 numeric
@attribute INIBEGF750101 numeric
@attribute INIBROC820102 numeric
@attribute INIFAUJ880112 numeric
@attribute INIGEIM800103 numeric
@attribute INIGEIM800105 numeric
@attribute INILEWP710101 numeric
@attribute ININAKH900102 numeric
@attribute ININAKH900108 numeric
@attribute INIOOBM850104 numeric
@attribute INIPALJ810115 numeric
@attribute INIPONP800106 numeric
@attribute INIQIAN880116 numeric
@attribute INIRICJ880107 numeric
@attribute INIROBB760111 numeric
@attribute INIROSM880103 numeric
@attribute INIVENT840101 numeric
@attribute INIAURR980101 numeric
@attribute INIAURR980105 numeric
@attribute INIAURR980118 numeric
@attribute INIZHOH040103 numeric
@attribute ENDBASIC numeric
@attribute ENDACID numeric
@attribute ENDPOLAR numeric
@attribute ENDNONPOLAR numeric
@attribute ENDCHAM830103 numeric
@attribute ENDCHAM830104 numeric
@attribute ENDCHAM830105 numeric
@attribute ENDFAUJ880111 numeric
@attribute ENDMONM990201 numeric
@attribute ENDMONM990101 numeric
@attribute ENDBEGF750101 numeric
@attribute ENDBROC820102 numeric
@attribute ENDFAUJ880112 numeric
@attribute ENDGEIM800103 numeric
@attribute ENDGEIM800105 numeric
@attribute ENDLEWP710101 numeric
@attribute ENDNAKH900102 numeric
@attribute ENDNAKH900108 numeric
@attribute ENDOOBM850104 numeric
@attribute ENDPALJ810115 numeric
@attribute ENDPONP800106 numeric
@attribute ENDQIAN880116 numeric
@attribute ENDRICJ880107 numeric
@attribute ENDROBB760111 numeric
@attribute ENDROSM880103 numeric
@attribute ENDVENT840101 numeric
@attribute ENDAURR980101 numeric
@attribute ENDAURR980105 numeric
@attribute ENDAURR980118 numeric
@attribute ENDZHOH040103 numeric
@attribute MIDBASIC numeric
@attribute MIDACID numeric
@attribute MIDPOLAR numeric
@attribute MIDNONPOLAR numeric
@attribute MIDCHAM830103 numeric
@attribute MIDCHAM830104 numeric
@attribute MIDCHAM830105 numeric
@attribute MIDFAUJ880111 numeric
@attribute MIDMONM990201 numeric
@attribute MIDMONM990101 numeric
@attribute MIDBEGF750101 numeric
@attribute MIDBROC820102 numeric
@attribute MIDFAUJ880112 numeric
@attribute MIDGEIM800103 numeric
@attribute MIDGEIM800105 numeric
@attribute MIDLEWP710101 numeric
@attribute MIDNAKH900102 numeric
@attribute MIDNAKH900108 numeric
@attribute MIDOOBM850104 numeric
@attribute MIDPALJ810115 numeric
@attribute MIDPONP800106 numeric
@attribute MIDQIAN880116 numeric
@attribute MIDRICJ880107 numeric
@attribute MIDROBB760111 numeric
@attribute MIDROSM880103 numeric
@attribute MIDVENT840101 numeric
@attribute MIDAURR980101 numeric
@attribute MIDAURR980105 numeric
@attribute MIDAURR980118 numeric
@attribute MIDZHOH040103 numeric

@attribute class {SECRETED,NON-SECRETED}
@data
49,35,44,50,11,20,95,75,16,83,73,93,15,35,19,47,36,5,21,57,144.0,145.0,254.0,336.0,912.0,658.0,337.5,144.0,837.30005,926.0,537.71,1687.1,145.0,956.4799,860.49,270.64,2481.31,62.949997,-2006.92,804.51,10251.359,-61.38,860.8,-365.2,513.2,274.0,914.92993,835.63,910.81,10946.8,7.0,5.0,11.0,17.0,37.0,38.0,18.0,7.0,37.4,41.6,25.749998,124.799995,5.0,43.05,37.480003,12.05,111.240005,11.690001,-90.75,38.280003,476.65,-4.8799996,45.8,-24.700003,24.500002,13.0,40.77,38.27,42.050003,513.1,10.0,8.0,17.0,25.0,47.0,30.0,18.0,10.0,55.8,63.5,38.069996,38.500004,8.0,67.63,56.64,18.859999,184.22,-11.01,-151.77002,60.29,683.46,-3.1599998,51.800003,-25.7,28.900002,11.0,62.879997,53.520004,61.860004,676.39996,56.0,50.0,81.0,106.0,309.0,238.0,121.0,56.0,282.69998,315.5,182.83,613.2,50.0,322.59,286.90997,86.77999,839.14,22.36,-666.24994,264.8,3407.5095,-20.729998,292.4,-123.4,174.80002,95.0,310.23,273.52,309.72,3617.0999,NON-SECRETED
76,36,39,56,1,36,86,70,21,54,74,58,20,35,31,35,47,10,23,72,115.0,142.0,251.0,372.0,876.0,622.0,330.0,115.0,823.5,907.1,549.25995,2107.0,142.0,940.36,862.41,273.22,2465.72,-4.2600193,-1451.11,811.58014,10265.65,-64.49999,896.89996,-597.60004,522.4,268.0,914.69995,845.45996,902.0099,11078.9,5.0,4.0,13.0,18.0,41.0,28.0,15.5,5.0,36.7,38.399998,23.650002,120.1,4.0,40.13,40.67,13.330001,108.000015,2.36,-81.54,39.65,472.90002,-2.81,44.699997,-28.5,23.699999,13.0,38.980003,40.13,39.74,518.80005,7.0,6.0,18.0,29.0,38.0,33.0,14.5,7.0,56.100002,63.499996,38.56,120.899994,6.0,67.340004,54.340004,21.759998,182.56,-4.96,-133.06,64.85,677.75995,-4.22,54.599995,-15.500003,27.0,10.0,62.159996,56.129997,62.469997,684.2999,45.0,48.0,78.0,123.0,298.0,213.0,117.0,45.0,269.0,299.3,189.76999,670.60004,48.0,309.26,291.16,84.94999,833.84015,-9.860004,-455.52002,263.66998,3454.12,-24.309998,311.49997,-258.3,175.8,93.0,307.84003,275.02002,301.72003,3720.9,NON-SECRETED
70,32,41,75,3,38,67,66,23,53,70,78,19,37,31,39,43,9,21,67,133.0,142.0,251.0,356.0,878.0,633.0,328.5,133.0,847.19995,929.99994,538.57,1992.7001,142.0,947.3601,857.94995,285.53998,2456.06,-4.680002,-1478.6699,829.19,10226.451,-63.64,881.1,-463.09998,516.80005,257.0,911.2799,860.93,910.64,10934.8,5.0,4.0,12.0,19.0,41.0,33.0,19.5,5.0,36.2,38.800003,24.819998,164.79999,4.0,42.03,39.829998,13.09,101.71001,3.6000004,-90.16,37.36,481.81998,-4.26,51.0,-7.2999997,22.999998,12.0,39.399998,40.549995,41.54,533.6,9.0,7.0,18.0,26.0,43.0,38.0,17.0,9.0,58.3,66.700005,37.269997,120.1,7.0,65.55,55.180004,20.539997,184.09,-5.2699995,-136.53,63.26,676.81995,-3.9699998,54.700005,-9.6,28.9,12.0,63.129997,56.210003,63.5,675.10004,55.0,45.0,81.0,113.0,291.0,229.0,117.0,55.0,284.0,315.29996,183.37,728.4,45.0,312.50003,286.28003,91.13999,829.4,-5.6800003,-434.12,274.72,3410.98,-23.699999,310.6,-154.1,173.49998,87.0,305.93,281.88,307.68008,3624.5,NON-SECRETED
74,32,35,52,2,33,82,68,19,53,78,61,19,38,30,48,48,8,21,71,112.0,134.0,255.0,371.0,872.0,609.0,317.0,112.0,802.70013,880.8999,543.57996,2105.9001,134.0,927.34,859.67004,271.25,2453.5596,9.099998,-1605.06,805.97,10181.471,-62.69001,891.2999,-573.3,510.50003,269.0,899.7601,838.62994,890.0501,11022.9,5.0,4.0,12.0,19.0,43.0,27.0,16.5,5.0,35.9,37.7,23.99,129.29999,4.0,38.650005,40.509995,13.0199995,105.75,1.6599998,-101.53001,37.83,475.27997,-3.1999998,45.299995,-27.599998,22.900002,12.0,39.29,40.78,39.85,522.3,8.0,7.0,14.0,31.0,45.0,34.0,15.0,8.0,51.4,58.100006,40.29,119.799995,7.0,65.58,57.440002,19.16,185.66,-8.18,-147.9,61.01,692.48,-5.3300004,61.2,-62.799995,28.999998,15.0,61.07,54.49,60.819996,724.9,42.0,49.0,82.0,117.0,287.0,212.0,110.0,42.0,270.1,300.8,183.95999,649.4,49.0,308.84003,285.14,88.19001,821.01,-11.999996,-401.56003,266.66998,3397.0698,-22.429998,304.19998,-196.4,171.00002,89.0,303.89,275.20004,299.96002,3617.4998,NON-SECRETED
39,32,78,52,9,48,57,38,19,75,92,84,3,60,22,53,51,9,33,46,135.0,109.0,310.0,346.0,973.0,734.0,349.5,135.0,859.39996,928.6001,531.05994,2636.6,109.0,956.03,896.45,281.38995,2455.6,189.76997,-2006.3302,831.9501,10481.911,-65.11,924.60004,-223.4,554.7,315.0,905.7601,884.18994,923.81995,11690.299,6.0,4.0,10.0,20.0,44.0,34.0,14.5,6.0,36.399998,37.599995,24.970001,195.2,4.0,45.159996,40.48,14.169999,106.01,8.72,-144.37001,38.33,463.81,-3.8200004,49.2,-12.799999,23.2,16.0,39.039997,40.44,41.58,560.1,8.0,5.0,27.0,20.0,66.0,49.0,21.0,8.0,60.499996,66.0,32.56,160.4,5.0,59.18,58.57,19.55,163.67998,22.59,-166.82999,57.77,695.1699,-2.5399997,54.799995,21.0,34.8,19.0,59.399998,61.929996,60.359997,729.0,48.0,28.0,107.0,117.0,321.0,243.0,118.0,48.0,286.39996,311.5,179.84,877.3,28.0,317.15,300.19003,89.75001,820.6499,63.669994,-666.19,281.98,3501.8801,-22.919998,314.20004,-103.399994,185.20001,104.0,299.48,289.83,307.36996,3877.6997,NON-SECRETED
33,34,75,66,6,39,61,43,13,78,78,90,10,49,21,46,59,9,36,50,137.0,127.0,304.0,328.0,986.0,716.0,345.5,137.0,871.7001,938.69995,525.94,2284.5,127.0,954.73,887.8999,291.74002,2437.3103,159.51997,-1861.73,830.25006,10391.55,-57.13999,876.7999,-224.00003,547.1,300.0,909.35004,892.26,922.06,11375.9,6.0,4.0,10.0,20.0,46.0,36.0,16.0,6.0,35.8,37.600002,24.369997,200.69998,4.0,42.850002,41.07,13.089998,104.77001,14.279999,-147.37,36.610004,472.69998,-3.9800005,48.9,-12.599998,24.1,18.0,39.48,40.059998,41.69,573.9,6.0,5.0,26.0,23.0,64.0,45.0,18.0,6.0,54.999996,59.4,36.129997,144.3,5.0,64.630005,60.720005,19.169998,167.02,18.990002,-149.19,58.26,697.6401,-3.37,56.399998,-10.2,34.9,22.0,58.809998,58.55,60.19,767.5,48.0,43.0,97.0,110.0,330.0,226.0,123.0,48.0,281.69995,305.5,179.15001,693.6,43.0,313.33997,300.14,93.72001,816.8599,26.51,-674.74,271.19998,3481.6702,-18.869999,302.6,-63.6,174.40001,98.0,304.48,291.12003,306.59998,3771.0999,NON-SECRETED
60,36,51,57,1,40,78,62,17,61,60,61,29,39,28,46,49,7,27,67,114.0,135.0,276.0,351.0,903.0,623.0,337.5,114.0,833.19995,908.5999,532.94995,1939.2001,135.0,929.15,860.82996,279.9,2406.59,46.049984,-1421.9901,811.11,10232.89,-56.370007,858.9,-465.0,520.60004,261.0,900.93,857.10004,893.3199,10932.5,7.0,7.0,6.0,20.0,40.0,33.0,17.5,7.0,37.500004,41.100002,25.470001,139.7,7.0,43.83,38.92,12.62,109.78,0.6000007,-92.89,37.02,469.78998,-4.6699996,45.799995,-41.5,24.599998,14.0,41.65,38.73,42.6,530.0,8.0,4.0,24.0,24.0,55.0,36.0,16.0,8.0,58.8,64.0,33.57,120.700005,4.0,59.28001,59.309998,21.989998,172.79999,6.4400015,-143.24,64.020004,688.7101,-1.6400001,51.7,3.2999992,29.000004,15.0,60.399998,59.28,61.27,696.4,37.0,39.0,101.0,115.0,305.0,200.0,109.0,37.0,271.5,295.0,180.13997,643.0,39.0,303.22,292.24,89.479996,810.98,4.619996,-396.99997,268.24997,3408.8499,-17.65,291.3,-190.3,174.60002,87.0,297.11,282.46002,293.15005,3652.0002,NON-SECRETED
58,45,29,61,11,21,91,72,12,70,71,81,13,32,21,47,37,7,28,71,138.0,152.0,245.0,343.0,905.0,632.0,333.5,138.0,827.5,910.9,539.66003,1704.7,152.0,943.18,869.88995,273.91998,2482.5303,2.2099895,-1685.7598,798.47003,10236.999,-60.39,874.99994,-438.20004,510.09998,279.0,915.11,832.48,902.67,11048.499,8.0,5.0,9.0,18.0,38.0,38.0,18.0,8.0,36.700005,40.800003,25.220001,146.7,5.0,41.139996,38.12,11.67,113.9,9.57,-118.31,37.83,476.05997,-4.87,48.2,-28.300001,24.199997,14.0,40.750004,38.469994,42.05,519.4,10.0,8.0,20.0,22.0,56.0,34.0,21.0,10.0,56.099995,63.400005,38.38,16.800003,8.0,67.71,57.739998,18.169998,179.24,-6.4699993,-183.63,57.91,690.77,-3.13,52.500004,-13.200001,29.400002,12.0,61.970005,54.49,61.24,674.6001,49.0,52.0,85.0,106.0,304.0,216.0,110.5,49.0,278.69998,307.4,181.23,535.1,52.0,314.97998,290.63998,90.67999,832.39,-4.9699965,-463.01,268.91998,3387.8098,-18.42,289.8,-156.3,173.10002,96.0,305.78995,276.34,301.77002,3615.2002,NON-SECRETED
34,23,26,34,3,13,46,29,7,37,33,43,12,25,13,20,22,6,19,21,73.0,80.0,132.0,181.0,470.0,357.0,197.0,73.0,449.69998,491.00006,284.08,1082.2999,80.0,509.04,450.11,148.46,1288.0399,32.369995,-829.12006,427.27002,5402.47,-34.21,457.99997,-203.6,284.7,141.0,485.25,452.16998,483.93002,5855.7,6.0,3.0,14.0,17.0,44.0,28.0,17.0,6.0,37.899998,40.6,22.39,89.8,3.0,38.560005,41.239998,11.94,104.8,13.4,-92.82,38.15,475.50003,-2.9899998,36.499996,-22.3,25.2,15.0,40.75,37.77,41.219997,540.4,13.0,12.0,12.0,23.0,59.0,50.0,28.5,13.0,60.4,68.1,38.36,148.5,12.0,66.34999,56.449997,18.859999,172.49998,-8.57,-127.39,53.39,690.7999,-5.15,65.0,-17.5,33.399998,15.0,63.979996,57.51,63.6,710.2,23.0,23.0,45.0,65.0,141.0,117.0,66.5,23.0,151.70001,165.59999,94.31,414.9,23.0,173.12,147.44,49.95,428.39,7.1799994,-266.53998,149.01001,1815.87,-12.54,165.0,-59.000008,95.299995,42.0,160.01,150.51999,160.61003,1969.3,NON-SECRETED
41,20,26,32,2,16,39,26,10,24,29,30,10,29,11,24,24,7,16,32,60.0,71.0,134.0,183.0,450.0,317.0,180.5,60.0,418.99997,455.1,275.24,1077.2999,71.0,480.44003,438.72998,141.01999,1226.92,15.71999,-709.98004,409.56006,5213.1704,-32.79,452.50003,-232.3,271.9,137.0,459.4699,436.25998,455.38,5724.1997,5.0,3.0,17.0,15.0,42.0,26.0,17.0,5.0,39.499996,41.4,21.540003,71.6,3.0,39.420002,42.03,13.28,103.210014,9.339999,-24.600002,39.9,472.51004,-1.7199999,34.6,-13.999998,25.5,14.0,40.48,37.75,40.779995,528.7001,12.0,14.0,10.0,24.0,60.0,49.0,28.5,12.0,57.600006,65.3,39.699997,146.7,14.0,68.06,56.83,17.51,171.96,-10.069999,-110.43001,50.229996,696.93005,-5.6099997,67.2,-35.499996,35.3,17.0,64.33,56.520004,62.86001,738.1,20.0,18.0,50.0,62.0,140.0,102.0,56.5,20.0,138.59999,149.40001,92.060005,398.8,18.0,162.97,145.7,48.540005,415.10995,5.2200017,-323.41003,146.67,1737.4302,-10.57,159.00002,-42.4,87.5,42.0,151.77998,145.88,153.35999,1899.7999,NON-SECRETED
53,23,22,38,3,22,30,27,11,27,29,29,8,24,16,14,37,5,19,33,63.0,68.0,144.0,195.0,471.0,316.0,173.5,63.0,437.80005,472.5,286.91,1200.8,68.0,495.25995,464.87006,151.96,1299.19,-5.179998,-653.08,432.18,5430.619,-31.460003,468.00003,-257.40002,278.00003,137.0,481.69003,458.38,478.30002,5989.7993,5.0,1.0,16.0,18.0,45.0,24.0,14.0,5.0,37.100002,38.699997,21.41,108.200005,1.0,34.96,43.24,12.86,104.68,11.67,-77.38,39.04,477.05,-1.8899999,37.299995,-20.8,23.3,15.0,39.75,38.23,39.95,547.0,10.0,13.0,11.0,26.0,58.0,44.0,23.0,10.0,56.600002,63.5,39.579998,150.90001,13.0,67.12999,56.26,18.730001,174.29001,-14.059999,-85.33,50.979996,684.63,-5.5599995,62.199997,-51.999996,34.2,14.0,63.280003,58.389996,62.11,726.1001,22.0,25.0,51.0,58.0,154.0,103.0,63.5,22.0,153.9,165.3,89.83,358.1,25.0,164.31001,151.32999,53.260002,419.22995,-3.860001,-226.26001,149.44,1797.7001,-7.7,152.29999,-17.899994,93.200005,41.0,161.73999,156.52998,160.54002,1926.8999,NON-SECRETED
34,27,25,41,2,15,44,25,12,33,41,32,10,26,12,17,27,5,18,25,71.0,85.0,129.0,186.0,485.0,370.0,191.5,71.0,449.99997,490.99997,290.13,1237.5999,85.0,509.16998,456.97998,149.57,1293.4601,24.960003,-669.48,422.89996,5477.49,-37.33,482.09998,-268.00003,292.5,148.0,490.91998,461.13004,488.30002,6009.4,7.0,4.0,13.0,16.0,43.0,29.0,18.0,7.0,39.100006,42.100002,22.310001,87.200005,4.0,39.729996,41.0,12.490001,106.31999,9.23,-81.270004,38.180004,473.23996,-2.6199996,37.199997,-14.499999,24.5,14.0,41.38,37.589996,41.93,525.2,11.0,16.0,14.0,19.0,63.0,52.0,25.0,11.0,61.5,68.700005,37.81,116.799995,16.0,66.509995,55.09,18.720003,174.44002,-10.069999,-49.28,49.79,686.0299,-4.1299996,60.399998,-42.199997,37.5,14.0,64.49,59.79,61.78,689.9,25.0,25.0,43.0,64.0,148.0,122.0,65.0,25.0,152.50002,167.09999,95.55999,443.00006,25.0,174.42001,148.66,50.31,429.02997,11.360002,-272.92,148.91,1818.3202,-13.26,163.8,-61.20001,97.500015,46.0,163.14,153.09001,165.09999,1992.6,NON-SECRETED
24,12,25,22,5,34,17,19,18,34,52,41,7,20,15,21,18,11,14,28,71.0,39.0,136.0,191.0,459.0,359.0,179.5,71.0,408.6,444.00003,267.53,1567.2002,39.0,473.42996,442.19998,133.31001,1182.62,75.40001,-1135.6201,410.65002,5133.78,-39.7,502.49994,-109.3,260.7,159.0,437.33005,416.16,455.16,5860.9,3.0,4.0,17.0,16.0,47.0,31.0,14.0,3.0,37.899998,40.200005,22.400002,105.8,4.0,41.190002,41.549995,12.49,103.11,10.569998,-61.31,36.86,477.45,-2.7800002,40.3,-19.2,25.999998,15.0,39.149994,39.91,39.98,540.19995,15.0,5.0,15.0,25.0,60.0,58.0,25.0,15.0,56.199997,63.2,39.869995,236.59999,5.0,69.06,58.830006,17.6,174.27002,10.87,-250.26999,58.329998,697.07,-6.7100005,76.299995,0.30000114,32.600002,22.0,60.94,55.01,65.28,771.6,23.0,16.0,42.0,64.0,146.0,118.0,66.5,23.0,136.0,146.9,89.07001,562.0,16.0,156.13002,144.09,45.92,378.77,20.729998,-338.12,136.91,1709.0499,-14.05,174.59999,-12.399994,87.700005,51.0,147.29,140.7,152.14001,1969.3999,NON-SECRETED
37,25,26,41,2,16,37,25,12,34,38,32,12,20,13,22,24,7,17,28,69.0,78.0,132.0,189.0,479.0,355.0,181.5,69.0,446.9999,485.50003,287.87,1203.3,78.0,510.09,455.99997,152.1,1282.65,25.179996,-711.14,428.34,5439.9204,-35.120003,476.19998,-257.30005,283.50003,144.0,482.41998,458.19003,482.33,5951.4995,6.0,3.0,16.0,15.0,47.0,29.0,18.0,6.0,37.6,39.7,22.75,94.5,3.0,39.939995,42.65,12.32,104.68001,11.640001,-86.44,37.08,475.26993,-2.0199997,37.7,-5.699998,24.400002,15.0,41.02,37.309998,41.73,537.8,13.0,15.0,11.0,21.0,62.0,53.0,27.5,13.0,62.6,70.7,38.629997,112.399994,15.0,67.56999,54.68,17.810001,174.95998,-7.2800016,-101.78999,51.539993,688.5,-5.1200004,61.1,-51.700005,37.5,15.0,65.170006,57.66,62.94,693.80005,25.0,24.0,43.0,64.0,146.0,119.0,66.5,25.0,153.3,168.00002,95.04,428.1,24.0,174.42,147.41,50.260006,421.67996,9.379998,-254.74002,148.28,1815.66,-12.549999,164.70001,-55.399994,95.6,43.0,161.57,151.43001,163.06999,1966.0001,NON-SECRETED
32,24,32,36,2,17,38,25,15,39,30,30,10,22,16,23,18,5,22,30,69.0,74.0,139.0,184.0,480.0,350.0,185.5,69.0,454.4,493.90002,279.14,1133.6,74.0,501.33,456.27994,149.37999,1261.4698,47.76,-577.46,429.61005,5428.4297,-31.67,455.0,-259.40002,291.09998,148.0,481.4,453.91006,479.74997,5933.1997,6.0,2.0,16.0,16.0,46.0,27.0,16.0,6.0,37.999996,39.8,22.080002,94.100006,2.0,37.920002,42.79,12.72,104.84,12.379999,-77.91,38.590004,474.22998,-1.9399998,36.4,-15.499999,24.200003,15.0,40.469997,37.61,41.069996,538.7,13.0,15.0,11.0,21.0,59.0,53.0,26.0,13.0,64.1,72.30001,37.239998,102.49999,15.0,67.27,53.829998,18.790003,174.29001,-7.5800014,-68.76001,53.7,685.97,-5.2700005,58.499996,-56.300003,37.9,14.0,64.27,59.13,62.949997,679.5,24.0,24.0,41.0,67.0,149.0,115.0,62.0,24.0,152.7,167.6,92.95,427.69998,24.0,172.46,148.13998,49.600006,414.68002,21.489996,-237.90997,147.90001,1826.2703,-12.300002,157.90001,-83.7,98.4,47.0,162.07,151.61002,163.28998,2005.0999,NON-SECRETED
36,17,26,36,3,13,37,29,11,32,26,33,12,26,10,21,24,7,16,32,61.0,73.0,132.0,181.0,460.0,318.0,175.5,61.0,420.19992,456.40002,273.1,1031.9,73.0,484.29,438.42993,143.55,1213.31,29.639997,-769.55994,407.62006,5208.2397,-32.160004,442.4,-198.1,268.0,139.0,459.86,436.66,457.94,5722.8003,4.0,3.0,17.0,16.0,46.0,29.0,14.0,4.0,37.699997,39.100006,22.14,101.0,3.0,40.399998,42.0,14.1,100.29001,17.24,-55.919994,38.090004,478.04996,-2.0899997,36.0,-6.7999973,24.0,15.0,39.86,39.239998,40.949997,547.7,10.0,14.0,12.0,24.0,63.0,49.0,24.5,10.0,57.9,65.0,38.539997,177.40001,14.0,65.72,57.769997,18.809998,170.93001,-8.879999,-90.67,49.16,692.25995,-4.88,66.100006,-25.6,34.5,18.0,64.11,58.499996,62.170006,749.80005,21.0,22.0,48.0,58.0,143.0,101.0,57.5,21.0,141.90001,154.3,89.709984,326.1,22.0,162.98,143.34999,49.370003,407.02,7.81,-327.62,144.39,1729.2701,-9.249999,149.60002,-15.300003,85.7,41.0,153.31,146.09999,153.74002,1851.0001,NON-SECRETED
33,24,26,35,2,7,47,21,11,34,38,48,12,21,14,19,21,7,23,24,83.0,82.0,119.0,183.0,478.0,371.0,203.5,83.0,452.80002,492.99997,289.3,1119.2001,82.0,516.39996,451.07,146.73999,1287.7201,32.94,-805.1201,427.80997,5412.0903,-38.03,468.39996,-301.80002,293.70004,147.0,486.81998,450.24997,488.22,5912.2993,7.0,3.0,15.0,15.0,45.0,28.0,17.0,7.0,38.399998,40.000004,23.080002,72.600006,3.0,39.320004,41.46,13.009999,103.90001,9.689999,-56.360012,38.239998,472.82996,-2.62,37.0,-23.300001,24.500002,13.0,39.98,38.17,40.649998,526.1,16.0,16.0,9.0,19.0,64.0,55.0,33.0,16.0,64.8,73.0,38.44,105.5,16.0,69.7,55.17,17.08,175.94998,-9.68,-125.90001,50.960003,683.57996,-4.45,61.5,-42.600002,38.800003,16.0,66.43001,55.949997,64.079994,687.89996,25.0,22.0,42.0,66.0,141.0,119.0,67.5,25.0,152.7,165.50003,92.81999,442.09998,22.0,170.16,147.3,51.18,422.65997,12.579999,-273.72,152.97,1797.85,-12.919998,161.00002,-74.09999,96.299995,45.0,160.05,150.55998,162.77998,1966.2,NON-SECRETED
16,8,48,32,3,15,24,18,14,47,49,45,11,16,8,15,13,7,26,21,67.0,56.0,138.0,175.0,475.0,391.0,169.5,67.0,421.9,456.40002,266.17,1348.6001,56.0,497.44,429.38,140.31,1157.4501,146.29,-946.7001,408.41,5105.111,-39.41,448.5,-165.79999,277.69998,166.0,440.56,424.79996,459.84,5791.3,4.0,4.0,17.0,15.0,43.0,32.0,12.0,4.0,39.199997,41.100006,22.27,97.19999,4.0,43.879993,40.51,13.690001,104.17,17.01,-24.839994,39.12,472.78,-2.1699998,36.100002,-22.2,26.699997,15.0,39.76,38.809998,40.87,536.8,8.0,9.0,16.0,27.0,66.0,65.0,19.5,8.0,54.900005,60.3,40.219997,259.6,9.0,71.6,58.76001,18.97,165.43,22.240002,-152.09,54.689995,706.31,-8.179999,72.600006,-44.199997,38.499996,27.0,60.560005,58.42,64.4,832.89996,21.0,15.0,53.0,57.0,147.0,117.0,61.0,21.0,144.8,156.09998,85.41999,407.39996,15.0,161.56998,143.49998,47.78,382.46002,38.679996,-301.75003,143.41,1709.7,-10.96,151.90001,1.300003,90.299995,50.0,146.48001,141.38002,150.74,1914.0,NON-SECRETED
48,37,22,39,2,26,51,43,12,26,70,38,19,33,17,24,22,5,14,35,87.0,90.0,153.0,253.0,558.0,462.0,237.5,87.0,538.49994,597.2,371.32996,1750.6998,90.0,618.05,567.5,178.82,1642.92,10.229988,-986.1701,532.16003,6839.36,-55.31,651.39996,-343.10004,342.69995,183.0,605.08,555.62994,603.5499,7492.0996,7.0,4.0,12.0,17.0,39.0,32.0,17.5,7.0,37.200005,42.0,25.810001,124.0,4.0,42.819996,39.739998,11.669999,112.14,5.6999993,-114.2,37.48,469.66998,-3.6499999,45.299995,0.39999866,21.900002,14.0,41.489998,36.539997,41.99,518.19995,6.0,9.0,13.0,32.0,48.0,48.0,17.0,6.0,54.0,61.7,40.0,223.4,9.0,64.97,56.64,18.480001,179.54001,-1.69,-75.55999,56.600002,705.79,-6.8400006,70.0,-73.3,34.100002,18.0,62.87,55.61999,62.210003,770.1,27.0,29.0,57.0,82.0,191.0,146.0,79.0,27.0,175.70001,193.70001,124.01999,489.2,29.0,204.52,190.82999,60.430004,550.12,-2.0799947,-391.51996,176.31,2294.33,-17.63,212.79999,-89.399994,109.0,55.0,199.83,187.59,199.42001,2466.2,NON-SECRETED
